institution,city,region,sector,first,initials,last
Florida International University,Miami FL,Florida,Med,matthew,t,sutherland
Florida International University,Miami FL,Florida,Econ,theodore, tachim medjo
Florida International University,Miami FL,Florida,Econ,mary,l,tanke
Florida International University,Miami FL,Florida,Bio,berrin, tansel
Florida International University,Miami FL,Florida,Chem,ibrahim,n,tansel
Florida International University,Miami FL,Florida,Bio,richard,s,tardanico
Florida International University,Miami FL,Florida,Hist-Ped-Psi,kimberly,a,taylor
Florida International University,Miami FL,Florida,Math,helen, tempest
Florida International University,Miami FL,Florida,Med,samikkannu, thangavel
Florida International University,Miami FL,Florida,Bio,jamie,c,theobald
Florida International University,Miami FL,Florida,Soc,markus,l,thiel
Florida International University,Miami FL,Florida,Econ,john,h,thomas
Florida International University,Miami FL,Florida,Med,tami,l,thomas
Florida International University,Miami FL,Florida,Soc,ray,j,thomlison
Florida International University,Miami FL,Florida,Soc,ellen, thompson
Florida International University,Miami FL,Florida,Econ,zhili, tian
Florida International University,Miami FL,Florida,Bio,rebecca,l,toonkel
Florida International University,Miami FL,Florida,Eng-Ind,sabri, tosunoglu
Florida International University,Miami FL,Florida,Bio,martin,l,tracey
Florida International University,Miami FL,Florida,Soc,hannibal,b,travis
Florida International University,Miami FL,Florida,Agr,joel,c,trexler
Florida International University,Miami FL,Florida,Med,elisa,m,trucco
Florida International University,Miami FL,Florida,Soc,john, tsalikis
Florida International University,Miami FL,Florida,Bio,nikolaos,m,tsoukias
Florida International University,Miami FL,Florida,Chem,sonia,m,underwood
Florida International University,Miami FL,Florida,Med,hoshang,j,unwalla
Florida International University,Miami FL,Florida,Phys,frank,k,urban
Florida International University,Miami FL,Florida,Soc,victor,m,uribe
Florida International University,Miami FL,Florida,Eng-Ind,debra,e,vandermeer
Florida International University,Miami FL,Florida,Phys,walter,v,van hamme
Florida International University,Miami FL,Florida,Math,shahin, vassigh
Florida International University,Miami FL,Florida,Hum,lorna, veraldi
Florida International University,Miami FL,Florida,Soc,chantalle,f,verna
Florida International University,Miami FL,Florida,Med,edgar,r,vieira
Florida International University,Miami FL,Florida,Math,enrique, villamor
Florida International University,Miami FL,Florida,Hist-Ped-Psi,miguel,t,villodas
Florida International University,Miami FL,Florida,Med,chockalingam, viswesvaran
Florida International University,Miami FL,Florida,Econ,maria,i,vulcheva
Florida International University,Miami FL,Florida,Med,eric,f,wagner
Florida International University,Miami FL,Florida,Econ,changjiang, wang
Florida International University,Miami FL,Florida,Bio,chunlei, wang
Florida International University,Miami FL,Florida,Math,tonlo, wang
Florida International University,Miami FL,Florida,Soc,weirui, wang
Florida International University,Miami FL,Florida,Bio,xiaotang, wang
Florida International University,Miami FL,Florida,Phys,xuewen, wang
Florida International University,Miami FL,Florida,Math,zhongming, wang
Florida International University,Miami FL,Florida,Hum,paul,r,warren
Florida International University,Miami FL,Florida,Bio,douglas, wartzok
Florida International University,Miami FL,Florida,Soc,howard,m,wasserman
Florida International University,Miami FL,Florida,Phys,james,r,webb
Florida International University,Miami FL,Florida,Agr,ophelia,i,weeks
Florida International University,Miami FL,Florida,Math,jinpeng, wei
Florida International University,Miami FL,Florida,Econ,marc,g,weinstein
Florida International University,Miami FL,Florida,Math,mark,a,weiss
Florida International University,Miami FL,Florida,Bio,aaron,z,welch
Florida International University,Miami FL,Florida,Soc,alan,l,wells
Florida International University,Miami FL,Florida,Med,jeffrey,d,wells
Florida International University,Miami FL,Florida,Med,peyshan, wen
Florida International University,Miami FL,Florida,Eng-Ind,wujie, wen
Florida International University,Miami FL,Florida,Econ,clark,m,wheatley
Florida International University,Miami FL,Florida,Med,ebony, whisenant
Florida International University,Miami FL,Florida,Eng-Ind,dean, whitman
Florida International University,Miami FL,Florida,Agr,dennis,w,wiedman
Florida International University,Miami FL,Florida,Soc,mark,l,williams
Florida International University,Miami FL,Florida,Med,stephen,a,winkle
Florida International University,Miami FL,Florida,Bio,john,c,withey
Florida International University,Miami FL,Florida,Bio,stanislaw,f,wnuk
Florida International University,Miami FL,Florida,Hum,stephen,e,wong
Florida International University,Miami FL,Florida,Hum,kirsten,e,wood
Florida International University,Miami FL,Florida,Med,wensong, wu
Florida International University,Miami FL,Florida,Hum,albert,k,wuaku
Florida International University,Miami FL,Florida,Med,linda,l,wunder
Florida International University,Miami FL,Florida,Econ,weidong, xia
Florida International University,Miami FL,Florida,Math,ning, xie
Florida International University,Miami FL,Florida,Soc,bin, xu
Florida International University,Miami FL,Florida,Med,mehmet,s,yavas
Florida International University,Miami FL,Florida,Math,kang,k,yen
Florida International University,Miami FL,Florida,Math,hakan, yilmazkuday
Florida International University,Miami FL,Florida,Bio,changwon, yoo
Florida International University,Miami FL,Florida,Econ,john,s,zdanowicz
Florida International University,Miami FL,Florida,Soc,jin, zeng
Florida International University,Miami FL,Florida,Bio,wei, zeng
Florida International University,Miami FL,Florida,Med,juan,c,zevallos
Florida International University,Miami FL,Florida,Agr,keqi, zhang
Florida International University,Miami FL,Florida,Chem,yuying, zhang
Florida International University,Miami FL,Florida,Econ,jinlin, zhao
Florida International University,Miami FL,Florida,Chem,yu, zhong
Florida International University,Miami FL,Florida,Geo,ping, zhu
Florida International University,Miami FL,Florida,Phys,yifu, zhu
Florida International University,Miami FL,Florida,Chem,ioannis, zisis
Florida International University,Miami FL,Florida,Math,john,a,zweibel
Florida International University,Miami FL,Florida,Soc,susanne, zwingel
University of Kansas,Lawrence KS,Kansas,Med,brian,d,ackley
University of Kansas,Lawrence KS,Kansas,Soc,deborah,dorene,adams
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,glenn,e,adams
University of Kansas,Lawrence KS,Kansas,Med,becci,a,akin
University of Kansas,Lawrence KS,Kansas,Econ,sandra,l,albrecht
University of Kansas,Lawrence KS,Kansas,Bio,ryan,alan,altman
University of Kansas,Lawrence KS,Kansas,Hum,giselle,l,anatol
University of Kansas,Lawrence KS,Kansas,Econ,christopher,william,anderson
University of Kansas,Lawrence KS,Kansas,Soc,subini,ancy,annamma
University of Kansas,Lawrence KS,Kansas,Soc,robert,j,antonio
University of Kansas,Lawrence KS,Kansas,Econ,mazhar, arikan
University of Kansas,Lawrence KS,Kansas,Soc,ronald,a,ash
University of Kansas,Lawrence KS,Kansas,Med,mizuki, azuma
University of Kansas,Lawrence KS,Kansas,Bio,yoshiaki, azuma
University of Kansas,Lawrence KS,Kansas,Hum,mahasweta,m,banerjee
University of Kansas,Lawrence KS,Kansas,Phys,philip,s,baringer
University of Kansas,Lawrence KS,Kansas,Soc,arlene,lundmark,barry
University of Kansas,Lawrence KS,Kansas,Econ,jordan,robert,bass
University of Kansas,Lawrence KS,Kansas,Math,margaret,m,bayer
University of Kansas,Lawrence KS,Kansas,Phys,caroline,rose,bennett
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,daniel,j,bernstein
University of Kansas,Lawrence KS,Kansas,Eng-Ind,cindy,linea,berrie
University of Kansas,Lawrence KS,Kansas,Soc,monica,rose,biernat
University of Kansas,Lawrence KS,Kansas,Agr,justin,p,blumenstiel
University of Kansas,Lawrence KS,Kansas,Math,shannon,david,blunt
University of Kansas,Lawrence KS,Kansas,Soc,piotr,szymon,bobkowski
University of Kansas,Lawrence KS,Kansas,Soc,naima, boussofara
University of Kansas,Lawrence KS,Kansas,Geo,david,alan,braaten
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,barbara,ann,bradley
University of Kansas,Lawrence KS,Kansas,Hum,nancy,c,brady
University of Kansas,Lawrence KS,Kansas,Med,nyla,r,branscombe
University of Kansas,Lawrence KS,Kansas,Hum,jacquelene,g,brinton
University of Kansas,Lawrence KS,Kansas,Soc,marie,grace,brown
University of Kansas,Lawrence KS,Kansas,Bio,jonathan,s,brumberg
University of Kansas,Lawrence KS,Kansas,Med,matthew,j,buechner
University of Kansas,Lawrence KS,Kansas,Eng-Ind,hongyi, cai
University of Kansas,Lawrence KS,Kansas,Econ,zongwu, cai
University of Kansas,Lawrence KS,Kansas,Phys,kyle,vincent,camarda
University of Kansas,Lawrence KS,Kansas,Med,edward,robert,canda
University of Kansas,Lawrence KS,Kansas,Chem,marco, caricato
University of Kansas,Lawrence KS,Kansas,Agr,paulyn, cartwright
University of Kansas,Lawrence KS,Kansas,Phys,wailun, chan
University of Kansas,Lawrence KS,Kansas,Chem,josephine,r,chandler
University of Kansas,Lawrence KS,Kansas,Math,jae,dong,chang
University of Kansas,Lawrence KS,Kansas,Math,haiyang, chao
University of Kansas,Lawrence KS,Kansas,Econ,keith, chauvin
University of Kansas,Lawrence KS,Kansas,Med,gregory,a,cheatham
University of Kansas,Lawrence KS,Kansas,Eng-Ind,wei, chen
University of Kansas,Lawrence KS,Kansas,Econ,tailan, chi
University of Kansas,Lawrence KS,Kansas,Soc,kelly,haesung,chong
University of Kansas,Lawrence KS,Kansas,Med,evangelia, chrysikou
University of Kansas,Lawrence KS,Kansas,Bio,michael,dewayne,clift
University of Kansas,Lawrence KS,Kansas,Soc,aaron,w,clopton
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,brian,p,cole
University of Kansas,Lawrence KS,Kansas,Phys,william,norfleet,collins
University of Kansas,Lawrence KS,Kansas,Soc,paul,michael,comolli
University of Kansas,Lawrence KS,Kansas,Hum,luis,r,corteguera
University of Kansas,Lawrence KS,Kansas,Med,michael,h,crawford
University of Kansas,Lawrence KS,Kansas,Med,christopher,charles,cushing
University of Kansas,Lawrence KS,Kansas,Hum,gregory,todd,cushman
University of Kansas,Lawrence KS,Kansas,Soc,james,f,daugherty
University of Kansas,Lawrence KS,Kansas,Bio,david,j,davido
University of Kansas,Lawrence KS,Kansas,Soc,bartholomew,c,dean
University of Kansas,Lawrence KS,Kansas,Soc,pascal,rene,deboeck
University of Kansas,Lawrence KS,Kansas,Bio,roberto,nguyen,de guzman
University of Kansas,Lawrence KS,Kansas,Eng-Ind,kenneth, demarest
University of Kansas,Lawrence KS,Kansas,Eng-Ind,christopher,d,depcik
University of Kansas,Lawrence KS,Kansas,Chem,heather,r,desaire
University of Kansas,Lawrence KS,Kansas,Bio,michael,scott,detamore
University of Kansas,Lawrence KS,Kansas,Soc,amy,j,devitt
University of Kansas,Lawrence KS,Kansas,Bio,john,frederick,devlin
University of Kansas,Lawrence KS,Kansas,Bio,prajnaparamita, dhar
University of Kansas,Lawrence KS,Kansas,Soc,alexander,c,diener
University of Kansas,Lawrence KS,Kansas,Soc,alesha,e,doan
University of Kansas,Lawrence KS,Kansas,Bio,rick,thomas,dobrowsky
University of Kansas,Lawrence KS,Kansas,Eng-Ind,ronald,l,dougherty
University of Kansas,Lawrence KS,Kansas,Bio,phillip,h porter,drake
University of Kansas,Lawrence KS,Kansas,Med,changming, duan
University of Kansas,Lawrence KS,Kansas,Math,tyrone,e,duncan
University of Kansas,Lawrence KS,Kansas,Math,anne,e,dunning
University of Kansas,Lawrence KS,Kansas,Med,apurba, dutta
University of Kansas,Lawrence KS,Kansas,Soc,abbey,lynn,dvorak
University of Kansas,Lawrence KS,Kansas,Econ,dietrich,harlan,earnhart
University of Kansas,Lawrence KS,Kansas,Phys,christopher,george,elles
University of Kansas,Lawrence KS,Kansas,Soc,charles,r,epp
University of Kansas,Lawrence KS,Kansas,Eng-Ind,mark,stephan,ewing
University of Kansas,Lawrence KS,Kansas,Eng-Ind,huazhen, fang
University of Kansas,Lawrence KS,Kansas,Eng-Ind,saeed, farokhi
University of Kansas,Lawrence KS,Kansas,Econ,jin, feng
University of Kansas,Lawrence KS,Kansas,Bio,christopher,james,fischer
University of Kansas,Lawrence KS,Kansas,Eng-Ind,kenneth,j,fischer
University of Kansas,Lawrence KS,Kansas,Bio,ruben, flores
University of Kansas,Lawrence KS,Kansas,Hum,kelsie,terese,forbush
University of Kansas,Lawrence KS,Kansas,Med,christopher,edward,forth
University of Kansas,Lawrence KS,Kansas,Bio,bruce,b,frey
University of Kansas,Lawrence KS,Kansas,Soc,terri,l,friedline
University of Kansas,Lawrence KS,Kansas,Soc,reva,carol,friedman
University of Kansas,Lawrence KS,Kansas,Phys,elizabeth,a,friis
University of Kansas,Lawrence KS,Kansas,Bio,andrew,c,fry
University of Kansas,Lawrence KS,Kansas,Hum,erin,amanda,frykholm
University of Kansas,Lawrence KS,Kansas,Med,philip,michael,gallagher
University of Kansas,Lawrence KS,Kansas,Hum,veronica,ines,garibotto
University of Kansas,Lawrence KS,Kansas,Econ,james,k,gentry
University of Kansas,Lawrence KS,Kansas,Soc,heather,g,gethataylor
University of Kansas,Lawrence KS,Kansas,Agr,jennifer,m,gleason
University of Kansas,Lawrence KS,Kansas,Econ,holly,thompson,goerdel
University of Kansas,Lawrence KS,Kansas,Econ,brian,scott,gordon
University of Kansas,Lawrence KS,Kansas,Soc,nils,robert,gore
University of Kansas,Lawrence KS,Kansas,Bio,gary,lawrence,grunewald
University of Kansas,Lawrence KS,Kansas,Econ,david,warner,guth
University of Kansas,Lawrence KS,Kansas,Eng-Ind,richard,d,hale
University of Kansas,Lawrence KS,Kansas,Hum,heidi,l,hallman
University of Kansas,Lawrence KS,Kansas,Bio,nancy,ann,hamilton
University of Kansas,Lawrence KS,Kansas,Eng-Ind,jie, han
University of Kansas,Lawrence KS,Kansas,Phys,siyuan, han
University of Kansas,Lawrence KS,Kansas,Soc,eric,allen,hanley
University of Kansas,Lawrence KS,Kansas,Med,david,m,hansen
University of Kansas,Lawrence KS,Kansas,Med,paul,r,hanson
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,robert,g,harrington
University of Kansas,Lawrence KS,Kansas,Geo,steven,alan,hawley
University of Kansas,Lawrence KS,Kansas,Bio,phillip,scott,hefty
University of Kansas,Lawrence KS,Kansas,Med,trent,j,herda
University of Kansas,Lawrence KS,Kansas,Bio,lena,catherine,hileman
University of Kansas,Lawrence KS,Kansas,Geo,mary,c,hill
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,shirley,a,hill
University of Kansas,Lawrence KS,Kansas,Agr,daniel,r,hirmas
University of Kansas,Lawrence KS,Kansas,Soc,jack,l,hofman
University of Kansas,Lawrence KS,Kansas,Bio,mark,t,holder
University of Kansas,Lawrence KS,Kansas,Med,eva,marie,horn
University of Kansas,Lawrence KS,Kansas,Eng-Ind,yaozhong, hu
University of Kansas,Lawrence KS,Kansas,Chem,jun, huan
University of Kansas,Lawrence KS,Kansas,Med,rongqing, hui
University of Kansas,Lawrence KS,Kansas,Bio,wonpil, im
University of Kansas,Lawrence KS,Kansas,Soc,michael, imber
University of Kansas,Lawrence KS,Kansas,Bio,rick,e,ingram
University of Kansas,Lawrence KS,Kansas,Econ,shigeru, iwata
University of Kansas,Lawrence KS,Kansas,Bio,rudolf, jander
University of Kansas,Lawrence KS,Kansas,Bio,david,paul,jarmolowicz
University of Kansas,Lawrence KS,Kansas,Math,yunfeng, jiang
University of Kansas,Lawrence KS,Kansas,Econ,bonnie,j,johnson
University of Kansas,Lawrence KS,Kansas,Hum,christopher,m,johnson
University of Kansas,Lawrence KS,Kansas,Bio,jay,t,johnson
University of Kansas,Lawrence KS,Kansas,Math,mathew,a,johnson
University of Kansas,Lawrence KS,Kansas,Math,paul,e,johnson
University of Kansas,Lawrence KS,Kansas,Econ,kissan, joseph
University of Kansas,Lawrence KS,Kansas,Chem,john, karanicolas
University of Kansas,Lawrence KS,Kansas,Eng-Ind,farhan,s,karim
University of Kansas,Lawrence KS,Kansas,Econ,dennis,f,karney
University of Kansas,Lawrence KS,Kansas,Econ,gilbert,gathunguri,karuga
University of Kansas,Lawrence KS,Kansas,Econ,john,w,keating
University of Kansas,Lawrence KS,Kansas,Agr,john,k,kelly
University of Kansas,Lawrence KS,Kansas,Med,nancy,jo,kepple
University of Kansas,Lawrence KS,Kansas,Soc,susan, king
University of Kansas,Lawrence KS,Kansas,Hum,jeanne,m,klein
University of Kansas,Lawrence KS,Kansas,Med,terry,lea,koenig
University of Kansas,Lawrence KS,Kansas,Math,alexandra, kondyli
University of Kansas,Lawrence KS,Kansas,Soc,rachel,m,krause
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,thomas,s,krieshok
University of Kansas,Lawrence KS,Kansas,Bio,jeffrey,p,krise
University of Kansas,Lawrence KS,Kansas,Med,krzysztof, kuczera
University of Kansas,Lawrence KS,Kansas,Med,jennifer,a,kurth
University of Kansas,Lawrence KS,Kansas,Eng-Ind,lin, liu
University of Kansas,Lawrence KS,Kansas,Eng-Ind,lingjia, liu
University of Kansas,Lawrence KS,Kansas,Math,weishi, liu
University of Kansas,Lawrence KS,Kansas,Math,burdett,a,loomis
University of Kansas,Lawrence KS,Kansas,Eng-Ind,carl,w,luchies
University of Kansas,Lawrence KS,Kansas,Bio,erik,a,lundquist
University of Kansas,Lawrence KS,Kansas,Med,stuart,john,macdonald
University of Kansas,Lawrence KS,Kansas,Hum,beverly,b,mack
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,marc,c,mahlios
University of Kansas,Lawrence KS,Kansas,Chem,helena,c,malinakova
University of Kansas,Lawrence KS,Kansas,Econ,suman, mallik
University of Kansas,Lawrence KS,Kansas,Math,satyagopal, mandal
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,paul,l,markham
University of Kansas,Lawrence KS,Kansas,Chem,glen,a,marotz
University of Kansas,Lawrence KS,Kansas,Geo,craig,patrick,marshall
University of Kansas,Lawrence KS,Kansas,Math,adi, masli
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,jason,c,matejkowski
University of Kansas,Lawrence KS,Kansas,Econ,douglas,r,may
University of Kansas,Lawrence KS,Kansas,Eng-Ind,craig,a,mclaughlin
University of Kansas,Lawrence KS,Kansas,Geo,noah,morgan,mclean
University of Kansas,Lawrence KS,Kansas,Hum,amy,e,mcnair
University of Kansas,Lawrence KS,Kansas,Math,mario,antonio,medina
University of Kansas,Lawrence KS,Kansas,Geo,mikhail,viktorovich,medvedev
University of Kansas,Lawrence KS,Kansas,Bio,adrian,l,melott
University of Kansas,Lawrence KS,Kansas,Med,amy,naca,mendenhall
University of Kansas,Lawrence KS,Kansas,Soc,brent,e,metz
University of Kansas,Lawrence KS,Kansas,Math,james,r,miller
University of Kansas,Lawrence KS,Kansas,Math,gary,j,minden
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,sanjay,kumar,mishra
University of Kansas,Lawrence KS,Kansas,Phys,anil, misra
University of Kansas,Lawrence KS,Kansas,Econ,scott,eugene,mitchell
University of Kansas,Lawrence KS,Kansas,Soc,sanako, mitsugi
University of Kansas,Lawrence KS,Kansas,Hum,ludwin,e,molina
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,mary,e,morningstar
University of Kansas,Lawrence KS,Kansas,Econ,edward,k,morris
University of Kansas,Lawrence KS,Kansas,Med,jackob, moskovitz
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,karen,d,multon
University of Kansas,Lawrence KS,Kansas,Bio,minae, mure
University of Kansas,Lawrence KS,Kansas,Geo,alfred,d,parr
University of Kansas,Lawrence KS,Kansas,Med,meagan,michaud,patterson
University of Kansas,Lawrence KS,Kansas,Med,arghya, paul
University of Kansas,Lawrence KS,Kansas,Eng-Ind,edward,f,peltier
University of Kansas,Lawrence KS,Kansas,Soc,lizette,annette,peter
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,barbara,j,phipps
University of Kansas,Lawrence KS,Kansas,Math,john,c,poggio
University of Kansas,Lawrence KS,Kansas,Math,jack,r,porter
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,shannon,k,portillo
University of Kansas,Lawrence KS,Kansas,Bio,glenn,eugene,prescott
University of Kansas,Lawrence KS,Kansas,Math,bangere,panduranga rao,purnaprajna
University of Kansas,Lawrence KS,Kansas,Med,clifton,l,pye
University of Kansas,Lawrence KS,Kansas,Med,jennifer,anne,raff
University of Kansas,Lawrence KS,Kansas,Geo,david,a,rahn
University of Kansas,Lawrence KS,Kansas,Chem,john,peter,ralston
University of Kansas,Lawrence KS,Kansas,Hum,christopher,h,ramey
University of Kansas,Lawrence KS,Kansas,Geo,eugene,c,rankey
University of Kansas,Lawrence KS,Kansas,Soc,eric,clemence,rath
University of Kansas,Lawrence KS,Kansas,Math,joe,christian johnstone,ray
University of Kansas,Lawrence KS,Kansas,Med,derek,d,reed
University of Kansas,Lawrence KS,Kansas,Soc,mary,jo,reiff
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,matthew,r,reynolds
University of Kansas,Lawrence KS,Kansas,Med,mark,l,richter
University of Kansas,Lawrence KS,Kansas,Chem,jennifer,ann,roberts
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,sarah,kathleen,robins
University of Kansas,Lawrence KS,Kansas,Soc,suzanne,marie,robinson
University of Kansas,Lawrence KS,Kansas,Chem,brian,allan,rock
University of Kansas,Lawrence KS,Kansas,Soc,amy,e,rossomondo
University of Kansas,Lawrence KS,Kansas,Hum,robert,c,rowland
University of Kansas,Lawrence KS,Kansas,Eng-Ind,gregory,h,rudnick
University of Kansas,Lawrence KS,Kansas,Med,tracy,a,russo
University of Kansas,Lawrence KS,Kansas,Econ,tarun, sabarwal
University of Kansas,Lawrence KS,Kansas,Eng-Ind,hossein, saiedian
University of Kansas,Lawrence KS,Kansas,Hum,wayne,stratford,sailor
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,jarron,michael,saint onge
University of Kansas,Lawrence KS,Kansas,Phys,alessandro, salandrino
University of Kansas,Lawrence KS,Kansas,Eng-Ind,stephen,j,sanders
University of Kansas,Lawrence KS,Kansas,Soc,edward,thomas,scanlon
University of Kansas,Lawrence KS,Kansas,Hum,misty, schieberle
University of Kansas,Lawrence KS,Kansas,Bio,paul,d,schumaker
University of Kansas,Lawrence KS,Kansas,Soc,catherine,ethel,schwoerer
University of Kansas,Lawrence KS,Kansas,Bio,emily,elizabeth,scott
University of Kansas,Lawrence KS,Kansas,Soc,erik,rattazzi,scott
University of Kansas,Lawrence KS,Kansas,Chem,aaron,m,scurto
University of Kansas,Lawrence KS,Kansas,Hum,frederic, sellet
University of Kansas,Lawrence KS,Kansas,Econ,hyunjin, seo
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,joan,a,sereno
University of Kansas,Lawrence KS,Kansas,Med,margaret,egenberger,severson
University of Kansas,Lawrence KS,Kansas,Math,timothy,l,shaftel
University of Kansas,Lawrence KS,Kansas,Phys,sergei,fyodorovic,shandarin
University of Kansas,Lawrence KS,Kansas,Math,shuanglin, shao
University of Kansas,Lawrence KS,Kansas,Med,jan,b,sheldon
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,james,a,sherman
University of Kansas,Lawrence KS,Kansas,Phys,albert,jeu liang,sheu
University of Kansas,Lawrence KS,Kansas,Geo,james,r,shortridge
University of Kansas,Lawrence KS,Kansas,Soc,kapila,dharmasena,silva
University of Kansas,Lawrence KS,Kansas,Soc,antonio,r,simoes
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,william,p,skorupski
University of Kansas,Lawrence KS,Kansas,Med,sean,joseph,smith
University of Kansas,Lawrence KS,Kansas,Bio,val,h,smith
University of Kansas,Lawrence KS,Kansas,Med,marylee,z,southard
University of Kansas,Lawrence KS,Kansas,Soc,richard,niles,spano
University of Kansas,Lawrence KS,Kansas,Econ,daniel,g,spencer
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,joey, sprague
University of Kansas,Lawrence KS,Kansas,Math,rajendra,p,srivastava
University of Kansas,Lawrence KS,Kansas,Bio,leigh,a,stearns
University of Kansas,Lawrence KS,Kansas,Math,atanas,gueorguier,stefanov
University of Kansas,Lawrence KS,Kansas,Bio,dean,a,stetler
University of Kansas,Lawrence KS,Kansas,Eng-Ind,james,marion,stiles
University of Kansas,Lawrence KS,Kansas,Hum,philip,todd,stinson
University of Kansas,Lawrence KS,Kansas,Hum,linda,a,stoneferrier
University of Kansas,Lawrence KS,Kansas,Agr,randy,l,stotler
University of Kansas,Lawrence KS,Kansas,Geo,pamela,lee,sullivan
University of Kansas,Lawrence KS,Kansas,Agr,kathy,a,suprenant
University of Kansas,Lawrence KS,Kansas,Eng-Ind,elaina,jennings,sutley
University of Kansas,Lawrence KS,Kansas,Eng-Ind,ray,rahmat,taghavi
University of Kansas,Lawrence KS,Kansas,Chem,fusao, takusagawa
University of Kansas,Lawrence KS,Kansas,Eng-Ind,zsolt, talata
University of Kansas,Lawrence KS,Kansas,Bio,liang, tang
University of Kansas,Lawrence KS,Kansas,Geo,michael,halford,taylor
University of Kansas,Lawrence KS,Kansas,Math,peter,w,tenpas
University of Kansas,Lawrence KS,Kansas,Med,lisa,d,timmons
University of Kansas,Lawrence KS,Kansas,Chem,thomas,james,tolbert
University of Kansas,Lawrence KS,Kansas,Eng-Ind,dai,quang,tran
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,jason,christopher,travers
University of Kansas,Lawrence KS,Kansas,Geo,georgios,p,tsoflias
University of Kansas,Lawrence KS,Kansas,Geo,donna,f,tucker
University of Kansas,Lawrence KS,Kansas,Hum,sherrie,jean,tucker
University of Kansas,Lawrence KS,Kansas,Chem,jon,a,tunge
University of Kansas,Lawrence KS,Kansas,Phys,erik,scott,van vleck
University of Kansas,Lawrence KS,Kansas,Med,michael,s,vitevitch
University of Kansas,Lawrence KS,Kansas,Math,shapour, vossoughi
University of Kansas,Lawrence KS,Kansas,Bio,james,richmond,walters
University of Kansas,Lawrence KS,Kansas,Bio,anthony,w,walton
University of Kansas,Lawrence KS,Kansas,Agr,joy,kirsten,ward
University of Kansas,Lawrence KS,Kansas,Med,robert,e,ward iv
University of Kansas,Lawrence KS,Kansas,Geo,barney,louis,warf
University of Kansas,Lawrence KS,Kansas,Med,david,daniel,weis
University of Kansas,Lawrence KS,Kansas,Econ,douglas,f,whitman
University of Kansas,Lawrence KS,Kansas,Chem,susan,michelle,williams
University of Kansas,Lawrence KS,Kansas,Soc,nathaniel,david,wood
University of Kansas,Lawrence KS,Kansas,Soc,alesia,diane,woszidlo
University of Kansas,Lawrence KS,Kansas,Med,wei, wu
University of Kansas,Lawrence KS,Kansas,Bio,xinmai, yang
University of Kansas,Lawrence KS,Kansas,Phys,yang, yi
University of Kansas,Lawrence KS,Kansas,Hum,molly,m,zahn
University of Kansas,Lawrence KS,Kansas,Soc,peter,b,zazzali
University of Kansas,Lawrence KS,Kansas,Bio,yong, zeng
University of Kansas,Lawrence KS,Kansas,Chem,chi, zhang
University of Kansas,Lawrence KS,Kansas,Econ,jianbo, zhang
University of Kansas,Lawrence KS,Kansas,Soc,jie, zhang
University of Kansas,Lawrence KS,Kansas,Phys,hui, zhao
University of Kansas,Lawrence KS,Kansas,Hist-Ped-Psi,andrew,edward,zinn
University of Washington,Seattle WA,Washington,Med,april, abbott
University of Washington,Seattle WA,Washington,Soc,robert, abbott
University of Washington,Seattle WA,Washington,Eng-Ind,ahmed, abdel aziz
University of Washington,Seattle WA,Washington,Bio,neil, abernethy
University of Washington,Seattle WA,Washington,Math,janis, abkowitz
University of Washington,Seattle WA,Washington,Bio,daniel, abramson
University of Washington,Seattle WA,Washington,Phys,evan, abramson
University of Washington,Seattle WA,Washington,Bio,itamar, abrass
University of Washington,Seattle WA,Washington,Med,tom, achoki
University of Washington,Seattle WA,Washington,Math,loyce, adams
University of Washington,Seattle WA,Washington,Bio,marvin, adams
University of Washington,Seattle WA,Washington,Med,kristina, adams waldorf
University of Washington,Seattle WA,Washington,Med,adeyinka, adedipe
University of Washington,Seattle WA,Washington,Geo,bruce, adee
University of Washington,Seattle WA,Washington,Geo,eric, adelberger
University of Washington,Seattle WA,Washington,Soc,christopher, adolph
University of Washington,Seattle WA,Washington,Soc,molly, adrian
University of Washington,Seattle WA,Washington,Phys,martin, afromowitz
